,precision,recall,f1-score,support
Nehru Jackets,0.0,0.0,0.0,0.0
Night suits,0.8888888888888888,0.8888888888888888,0.8888888888888888,9.0
Nightdress,0.0,0.0,0.0,1.0
Patiala,0.6,0.75,0.6666666666666666,4.0
Pendant,1.0,1.0,1.0,2.0
Perfume and Body Mist,0.8055555555555556,0.8787878787878788,0.8405797101449275,33.0
Rain Jacket,0.0,0.0,0.0,0.0
Rain Trousers,0.0,0.0,0.0,0.0
Ring,0.0,0.0,0.0,0.0
Robe,0.0,0.0,0.0,0.0
Rompers,1.0,1.0,1.0,4.0
Rucksacks,0.0,0.0,0.0,0.0
Salwar,0.3333333333333333,0.5,0.4,2.0
Salwar and Dupatta,1.0,1.0,1.0,1.0
Sandals,0.9230769230769231,0.9,0.9113924050632911,80.0
Sarees,1.0,1.0,1.0,18.0
Scarves,0.6666666666666666,0.8,0.7272727272727273,10.0
Shapewear,0.0,0.0,0.0,0.0
Shirts,0.9054054054054054,0.9436619718309859,0.9241379310344827,213.0
Shoe Accessories,0.0,0.0,0.0,2.0
Shoe Laces,0.0,0.0,0.0,0.0
Shorts,0.8163265306122449,0.851063829787234,0.8333333333333334,47.0
Shrug,0.0,0.0,0.0,0.0
Skirts,1.0,0.8333333333333334,0.9090909090909091,6.0
Socks,0.9545454545454546,1.0,0.9767441860465116,42.0
Sports Sandals,1.0,0.2,0.3333333333333333,5.0
Sports Shoes,0.8421052631578947,0.8888888888888888,0.8648648648648649,144.0
Stockings,1.0,1.0,1.0,2.0
Stoles,0.5714285714285714,0.8,0.6666666666666666,5.0
Sunglasses,1.0,1.0,1.0,90.0
Suspenders,1.0,1.0,1.0,1.0
Sweaters,0.625,0.6666666666666666,0.6451612903225806,15.0
Sweatshirts,0.7307692307692307,0.76,0.7450980392156863,25.0
Swimwear,1.0,0.3333333333333333,0.5,3.0
Tablet Sleeve,0.0,0.0,0.0,1.0
Ties,0.9285714285714286,1.0,0.9629629629629629,13.0
Ties and Cufflinks,0.0,0.0,0.0,0.0
Tights,0.0,0.0,0.0,1.0
Tops,0.7068965517241379,0.6612903225806451,0.6833333333333333,124.0
Track Pants,0.8,0.8421052631578947,0.8205128205128205,19.0
Tracksuits,0.6666666666666666,1.0,0.8,2.0
Travel Accessory,0.0,0.0,0.0,1.0
Trolley Bag,0.0,0.0,0.0,0.0
Trousers,0.9705882352941176,0.9166666666666666,0.9428571428571428,36.0
Trunk,0.6666666666666666,1.0,0.8,4.0
Tshirts,0.9232209737827716,0.962890625,0.9426386233269598,512.0
Tunics,0.2,0.25,0.2222222222222222,8.0
Umbrellas,0.0,0.0,0.0,0.0
Waist Pouch,0.0,0.0,0.0,1.0
Waistcoat,1.0,1.0,1.0,1.0
Wallets,0.9193548387096774,0.95,0.9344262295081968,60.0
Watches,0.971830985915493,0.971830985915493,0.971830985915493,213.0
Water Bottle,1.0,1.0,1.0,1.0
Wristbands,0.0,0.0,0.0,0.0
accuracy,0.8703448275862069,0.8703448275862069,0.8703448275862069,0.8703448275862069
macro avg,0.5446547198550229,0.5234185984061394,0.52004979032178,2900.0
weighted avg,0.8657224295472948,0.8703448275862069,0.8642499561501047,2900.0
